,text,Prediction
0,            ,autopromocio
0,         ,autopromocio
0,  dui  precioses  gràcies      normal  feta   mòbil   ,autopromocio
0,  bon dia  joan   bon dia   lluna    ,autopromocio
0,  5è  aniversari  traspàs  jordi carbonell recordem   tossuda resistència   tortura  dependències policials espanyoles  negar   contestar  castellà   torturadors   ,autopromocio
0,  catàstrofe afganistan   sorprenen  rodes  premsa victorioses  tweets triomfants  discursos pomposos   autofelicitació general  part  governants occidentals    país enfonsat    discurs   bons    evacuar  grapat  col laboradors,accio exterior i govern obert
0,  caído kabul   caído  derechos humanos ,drets socials
0,    dirigents  moviment independentista  sàpiguen  fer      octubre  2017    bé    camí  trencar  espanya  costa assumir ,interior
0,polítiques  activistes  periodistes  dones anònimes  mostren determinades  reclamen   comunitat internacional actuï  ,accio exterior i govern obert
0, the august moon takes its name from the sturgeon because they were caught in most abundance here in the deep wane of summer  these slow changing fish spend most of their long lives feeding in estuaries and river deltas    ,autopromocio
0,    faré      matinada   ,autopromocio
0,   1     voldria    ,autopromocio
0, 4barresi1estel  estiu  vist      ,autopromocio
0,        tuits  conviden   respondre    sembla  busqui  resposta    té   expressa   ira   passada falta  respecte  té   dret  dir   cregui convenient   entendre  ira  erra     respecte    situació  callo ,autopromocio
0,   1    gràcies  olga    generositat ,autopromocio
0,     hora    llum brutal   ,autopromocio
0,   1      ,autopromocio
0, conform    existeixes        lluna  veig   lluna     ponç pons  ,autopromocio
0,  poble   mostrar   nació  enric   néixer  castalla  alcoià   22 agost  1911  ,autopromocio
0,llarena s entrebanca   prejudicials   enfadar bèlgica  ,autopromocio
0,bertrana   viatgera solitària   books      ,autopromocio
0,               lao tse ,autopromocio
0,    ,autopromocio
0, 1  amic   marit    deia     m agradaria         sophie marceau   ,autopromocio
0,24h   acord    fiscalia    jutge    polític  westminster  amenaçat  govern escocès   presó   inhabilitació  cas  tirar   referèndum  escòcia   obre  camí   ,presidencia
0, llengua  ànima  país  mereix  atencions   entrevista  carme alcalde  1976,presidencia
0,parlar  valencià  parlar  català  agrade     fauna  s autoanomena anticatalanista   parla  valencià             parlant  català     vulga    sàpia   joanfuster,autopromocio
0,governi  governi  moncloa    incontrolades  forces  deep state    principalment  uniformats  togats  tenen   pròpia agenda repressora     fiscalia acusa  represaliats  23 s  pertinença  organització terrorista  ,autopromocio
0,  gemma     cat  dono suport   rendició  dono peixet     curosa fent servir  genèric   14f    eleccions   gent  decidir    vot donar  iniciativa   té fe absoluta   taula  diàleg   principal projecte polític  obediència   urnes ,presidencia
0,         sas        costa  mica    centenars  milers      acabo  veure      nit    tens respost  bon dia ,autopromocio
0,    pes   paraules   dia     esdeveniment           tolorem enganys       espriu  ,autopromocio
0,recomano   lectura  fil  company       reflexió sàvia basada  experiència  acompanyada  filosofia     saviesa popular   panikkar     sort        puguem treballar junts  gràcies   ,autopromocio
0,      seguir    somni   quedaré     mort      covard  salvatge  estimo     desesperat dolor   pobra  bruta  trista  dissortada pàtria  espriu  bon dia mhp  ,autopromocio
0, cas    museologia             ,autopromocio
0,  gràcies pels versos  espriu clarivident   far ,autopromocio
0,aprèn aspra lliçó   t  portat   batec  do  vent  llibertat     veig esplendors  mots corcades  foscor  vulgueu nets camins clars      brills  subtils paranys  reclams freds      tolerem enganys     espriu,presidencia
0,we are not an ideology  we are an identity   fighting for lgtbiq  rights is not taking away rights from anyone but having rights for everyone    inspiring and powerful words from    amp    lu   members of the lgtbi  intergroup at the      iap  ,autopromocio
0,in  pen dent   eufemismes   vergonya   subterfugis      ,autopromocio
0,  arsenal    trobar  casa  franctirador  volia matar pedro sánchez   fiscalia  audiència nacional  descartar investigar   terrorisme    fiscalia diu   23s     jutjar  terrorisme       trobar    ,interior
0, felicitats  poble estoni   30 anys independència  demostrat    petit pot  líder global   recordem  paraules   president lennart meri  demanar   nació  renuncïi  dret autodeterminació   bufetada    autoestima   ,presidencia
0, projecte pinzellades  llibertat obre   compte  twitter  homenatge  suport    persones repesaliades  1 0                     ,presidencia
0, while  was in new york earlier this month   read daisy hildyars  the second body   which argues that we all have two bodies  the one made  of guts and blood and needs  and the one in complex interaction with global and environmental systems    ,autopromocio
0, s  pot   acord    millor forma aconseguir   aplicar    pròpia universitat   ,empresa i treball
0,  bruguera   cat  gràcies  fil   feinada  marc ,presidencia
0,       sas    entenc   reitero    disposició  tens   contacte personal  dm  bona nit ,autopromocio
0,     greu    incondicional   festa  ametller florit  organitzàvem        deia  cant espiritual  memòria   cor  ulls clucs   descansi  pau   forta abraçada    família ,autopromocio
0,       sas   t  agraeixo  esther    injusta  generalització    faci servir        fet servir         costat          vist  sabadell      acabar       2017      acabar     començar ,autopromocio
0,   gràcies  gerard        mirat  dur  terme   feina  professionalitat  rigor   entrega ,presidencia
0,    porto   anys  deixar  vèncer     tard  canviar  rutina      ,accio climatica alimentacio i agenda rural
0,       sas    clar esther clar  tens cognom    independentista     parlar    vols entendre  segura   entens  absolució    vull   pels  esmentes   vull pels   3 300    independència            votar,presidencia
0,    monika  entén   clar     vull dir    causa general  independentisme     inclosos      3 300     coneixem       tenen  comú   cognom independentista   vull dir   diguin independentistes  cognom,presidencia
0,    gràcies  rai       feia  any         dia   detencions     sabadell ,autopromocio
0,bon dia   recordar acte  suport  cdr detinguts  23s        consellera         companys     cdr    ,presidencia
0,  solidaritzar      faig      repressió    judicialitza    pot derrotar democràticament        nom  detingudes23s   cognom  clar  independentistes    costat   ,autopromocio
0, josóccdr        legalitat  té   veure   justícia   ,autopromocio
0, 8   fet  bon inici  curs   ,autopromocio
0,    reconeix  prada q  taula d diàleg  gnera escpticisme ttal  presidenta  parlament    lauraborras   l president       l  escenari h   l torn d l consellera investigació  universitats     ,presidencia
0, 22073387   gràcies  jaume ,autopromocio
0,  gràcies  igualment  gerard ,autopromocio
0,        deixem vèncer  desànim  àngels       voldrien ,autopromocio
0,  verb ridiculitzar  paraula  utilitzada        titular        mala praxi periodística  obeix  interessos  determinats partits   quim torra  laura borràs ridiculitzen  taula  diàleg   via  ,autopromocio
0,  cantunis    ,autopromocio
0,  institucions  eines     servei  objectius    útils   proposar  aconseguir    ciutadans demanen      independència  catalunya     despertem   ,presidencia
0,    lauraborras     cat  presents       tros    tindreu notícies  gràcies  balutxo ,presidencia
0,  lauraborras     cat   sé   illes s  fet presents   conferència   homenot   donota  idees clares     venim               marxa     mantenen  lluita incansable   llibertat  visca  terra ,presidencia
0,  gemma   miri  m  convidat  parlar    cat    anat  parlar     fets  faig   feina  dia  dia   suposo       ofensiva    2 querelles  4 reprovacions  2 denúncies   ts    jec   sé  m  vist plorar pels racons ,presidencia
0, 17  ,autopromocio
0, comencen  excuses        comportament modèlic   ,autopromocio
0,entranyable  estimat pere madrenys   deixat   tingut  vida rica  inspiradora  compromesa  referent  bondadós  murri  generós  irrepetible   periodista    cel   mor pere madrenys  capellà secularitzat  periodista   via  ,salut
0,emmanuel macron  décidé  panthéoniser joséphine baker   femme   eu tous  courages    ,autopromocio
0,    llengua   autodeterminació     quedar aturats   defensa    posició  construirem    defensar  construir  tàctica  estratègia      majors eines    fer  empoderant   ciutadania  uce2021  ,presidencia
0,presentació delegació illes balears   comin  demostra   territori assumeix   objectiu  vol treballar       part   societat balear té simpatia   independència       poble info    ,presidencia
0,memòria    activitat política  pe    preguntes parlamentàries  esmenes  intervencions  ple      campanya  defensar  immunitat    servei  catalans   lluita  defensar   drets col lectius    ,salut
0,borrell  2017   puigdemont   pretender   negocie       desafiar     negociar    borrell  2021    negociar   taliban    ,autopromocio
0,   respecte   esperança  veure   llengua tractada   respecte   mereixen   llengües  motiu  joia    creix  preocupació   social     passar  buscava  cosa    llar     trobar  merci   fr   ,autopromocio
0,this is  taino leader named hatuey  the spaniards burned this native american alive  before they did  they said  could accept jesus christ and still go to the christian heaven  hatuey replied that  d rather burn in hell than be around more christians in the afterlife  ,autopromocio
0, trucada    pradina  85 anys  diu  vol venir  veure m      tard  fer      aguantat   romput  plorar   responsables   exili tenen nom  cognoms     protegeixen  rei espanya  fugat  diners públics   ,interior
0, ve noticed use of the word  tribes  with afghanistan   tribe  describes something inherently small or insignificant in the context of nations  this is why they  the   termed native american nations  tribes   yet those same afghan kinship networks we don t understand did  in,autopromocio
0,   model  turquia  passen  coses    ,autopromocio
0, reflexió interessant  europa  aprendre  relacionar  directament   conflictes  afecten sabent     fer    interessos  eua     joc         uk  admetre    interessos  lligats  europa   ,inmigracio
0, the very day that kabul fell to the taliban  an eu government  which could only be spain  made  job offer to work in its embassy in afghanistan  by the way     was spanish minister for foreign affairs before being high representative   eeas    commission  ,autopromocio
0, fill  comandant massoud   crida  resistir   s inspira   referents europeus   plantar cara  nazisme  convindria  europa  abandonés  esperança   ,inmigracio
0,the fall of kabul  grave consequences  millions of afghans  taliban threat to basic rights  education for girls  amp  women  respect for minorities  amp  freedom of expression  is  threat to all of    ll ask the   commission  amp     to play an active role in this crisis  ,autopromocio
0,benvolgut   ballart   ànims   etapa  lluita dolorsa   vida   salut   fill   esperança   desig  acabi bé   abraçada     ,salut
0, content pels reconeixements   preparen  amer   festa major    concert       tiplaire joan parés pels  75 anys      dedica  programa especial      oncle josep     fer   sardana  alcalde   ,interior
0, notícia esgarrifosa  inhumana   indica    pot arribar  règim  terror  excusa religiosa  empresonen nens  8 anys  recloure  esperança  an 8 year old boy was thrown in jail for peeing   carpet in pakistan   via  ,accio climatica alimentacio i agenda rural
0,absolutament genial   part  comprensible  deuen pensar       instrument  soros  controlar  moviments   població mundial     refien    records      tecnologia   ,autopromocio
0,  allioli     morter  especial    regalar  amics   naturalment   banda sonora imprescindible  joan pau giné    cançó allioli      acostumem  acompanyar  cerimònia     ,autopromocio
0, recordem joan  papasseit    morir  taldiacomavui  1924  casa    número 64  carrer  argenteria  barcelona             aixecar    heus    m espera     restareu   veure         vida   mort   ,cultura
0, ministeri interior espanyol engega  procediment  il legalitzar esquerra castellana  vilaweb   via  ,presidencia
0, onthisday in 1944   annefrank and the other people in hiding were discovered and arrested  for more than two years they have been living with the constant fear of discovery  now  without any warning  the moment had come     ,autopromocio
0,spain already suffered from chronically high unemployment  now the pandemic  hit its economy harder than its european neighbours   ,autopromocio
0, cerveseria nord catalana  ona  argelers   marenda    guanyadora  concurs mundial  cerveses    nota  100  100   cervesa wood aged imperial stout obté estatut  revelació mundial 2021  millor cervesa mundial   ,autopromocio
0,       bandes sonores    infantesa    cançons  vinil reproduïdes  toca discos  sofisticats  presents  casa   costat    salvem  oblit gràcies   tecnolgia   superat  cd     revifat  vinil   ,autopromocio
0,   anys   porta   casa    mà  paco cabanes genovés  retratada magistralment            gent       persempregenovés  ,accio climatica alimentacio i agenda rural
0, potes curtes  ,autopromocio
0,finalment s  publicat  memòries   publicitat institucional  2019  2020      conseller economia  jaume giró     secretari  difusió  jofre llombart     fet possible   via  ,autopromocio
0, vergonya  inexplicable  injustificable   ,autopromocio
0,  consellera   victoriaalsina   màxima necessitat internacional  contrarestar  discurs     indults   taula  diàleg  conflicte  tanca   dir   s  acabat     llegeix entrevista      ,presidencia
0,descansi  pau  josep sendra  tarragoní  pedra picada   servir catalunya  convicció  fermesa  lleialtat        honor lliura   creu  sant jordi    condol    família     ,presidencia
0, relat   premsa espanyola torna       situacions precedents   mica  til        llegeixin  fons  decisió  tgue   euroordres  suspeses   ,autopromocio
0,espanya  aixecar  cautelars    donar  tribunal  luxemburg dient   euroordres  suspeses       immunitat      detenir  exiliats      argument     batalla   guanyat   ,justicia
0, taldiacomavui  1944    estimada vila  prada  ocupada pels maquis  obrim enfilall     ,autopromocio
0,   estalinisme rampant  editorial     ,autopromocio
0,  ue  ocultar informació rellevant       invalidaria   procediment    raó  desconeixem   ue tolera  greus violacions    dret comeses  espanya  posa  crit  cel   comet polònia  hongria  eslovènia   ,interior
0,     une  8h   signes vitaux   planète s affaiblissent sous  coups  économie mondiale  ont   garde  scientifiques  premier plan  s inquiétant  imminence possible  certains points  rupture climatiques  afp 2 5  ,autopromocio
0,mireu  sorpresa  passejant pels carrers  prats  molló  vallespir   cat nord    lona  6 x 4 5 m  defensar  dret  catalans  decidir   futur polític   ,presidencia
0,  440 anys   neerlandesos  despatxar  rei espanyol  felip ii   incompliment  contracte   tradició ve      consta     temps   vingut ganes  tornar   governats pels espanyols    anys    pròspers  lliures   ,interior
0, comparteixo   entrevista      parlar   política ada colau  jaume collboni   degradant barcelona    principals temes  afecten   capital    ,presidencia
0,politicians discussing global warming  yep  pretty accurate fun  sculpture in berlin  germany      ,autopromocio
0,   soler   dotat  marc volgudament ampli    constreny   ciutadans       poble  cadascú    accent  procedència  ideologia      volem construir   repúblicacatalana        ,autopromocio
0,take kubo    futobolista nacionalizado japon  parla catala  perque kubo    jugant  fc barcelona   hope my catalan still works   please cheer    for him    olimpic  tokio2020   tokyo2020   football  japon  takefusakubo        ,presidencia
0, president   puigdemont   acte  signatura   carta  compromís  consells locals    soler     autodeterminació   guia   ensenya  camí  éxit   guanya  dia    fer     fet   ,presidencia
0,excel lent il lustració  guillem casasús  article impactant      ,autopromocio
0, sé    millor moment  dir       setembre surt  llibre  70 dones     diuen     resultat  espectacular   ,autopromocio
0,descansi  pau  romeu  referència indiscutible  imprescindible  periodisme  mestre   gènere compromès  arriscat  incòmode    anys   fer  entrevista     motiu  premi humor gràfic gat perich   rellegir    ,presidencia
0,   començat   jocsolímpics   tokio    recordar  gol   1936   hitler  moviment olímpic   incorporació   carrera  relleus   torxa olímpica   obr fil   ,autopromocio
0, content    xavi   carles  s  tardat   aturar  cacera     comès   delicte       servidors lleials   ,autopromocio
0,  honor immens   m emociona profundament  rebre  medalla manuel  carrascoiformiguera 2020   compartir         agraïment   família carrasco  azemar   fundem         il lusió especial   agrair   vallespir   ,autopromocio
0,preguntem   ce   negativa  govern espanyol  acceptar ajuda  hidroavions francesos  incendi    creus    cremat 415 hectàrees   decisió  govern espanyol  contrària  esperit transfronterer   ue   ,presidencia
0, inversions aena    prometen    regal    obligació   ,autopromocio
0,   incompliments reiterats   espanyol   greuges comparatius tenen  preu     elevat  62 milions euros   arribat  moment  dir   ,presidencia
0,pegasus     claro imposible     calls for spyware trade ban amid pegasus revelations  ,autopromocio
0, oferim  casa  vivim   aval  arribar   xifra   reclama  tribunal  cuentas  evitar     s embarguin  comptes privats   persones    suposaria   operar financerament   cobrar  pagar   necessitem  viure  ,presidencia
0,      passant m agradaria explicar   ràpidament    fil   cosa    punt  passar   pot   lesiva pels interessos  catalunya  s  tramitant  llei  audiovisual  pot  demolidora  país  1 14,presidencia
0,parlant aprendre lliçons  ministra rodríguez    país  té   pendent   suspès    posat  consell europa  costat   alumne repetidor  turquia   vist   món   estudien   examen  repesca   après  lliçó   ,inmigracio
0, testimonis  càrrec   segur  convencen europa   fet    g    advocat  té   veure   persecució    víctima     ,inmigracio
0, volen dir   deixem  guanyar eleccions   deixem    idees        gest  esperen    tindran   ,autopromocio
0,fer gala   repressió   precisament  millor carta  presentació   milllor auguri  diàleg  ministra      full  ruta   independència    mandat  52   catalans  respecte   criminalització  ,presidencia
0,   president     espanyol té  tradició  vulnerar drets fonamentals  consciència  importar   sancions  tedh   arriben   penes  s  complert     irreparable    entrevista        ,presidencia
0, conveni         retrobament esperança   futur   comprometem  ajudar  mútuament     catalans    nord   sud       ajudar    defensa   llengua   cultura   sobirania  ,presidencia
0,  president        partit  govern      independentista       excepcional presència  municipis   projecte   ciutat  barcelona    alternativa  actual govern    3 eurodiputats   pròpia  ,presidencia
0,14  bookmark this thread  things are only getting started     ll be updating it with more cases  amp  context as   pegasusproject revelations keep dropping ,autopromocio
0, orgull      honors  grans    rebre   g     ,autopromocio
0, negativa espanyola  autoritzar  intervenció  bombers nord catalans     resta   francès    precedent  greu  bombers  banda  banda  s  ajudat    pogut    tipus entrebancs ,presidencia
0,  cor   puny seguint incendi  ifllançà     suport  veïns  alcaldes  gràcies    feina                         ferits   tingui  ràpida recuperació  ,presidencia
0,    honor celebrar  60è aniversari    catalunya   plegats   costat     respirant  catalanitat   fundadors  entitat   conjurar  protegir  gràcies  alcalde elna   66  ajudar  fer  possible ,presidencia
0, pluges   inundacions  colpit  cor europa   provocat  catàstrofe     morts  danys incomptables    condol   famílies   víctimes     suport  professionals  voluntaris  treballen  frenar  revertir  situació   ,presidencia
0,het noodweer zorgt voor een gigantische ravage  menselijk  materieel   in   sprak ik ook namens  n  fractie enorme steun uit aan alle slachtoffers in vlaanderen  wallonië    grote dankbaarheid aan alle hulpverleners     ,autopromocio
0, pyreneesorientales    monde scientifique pleure  disparition du grand biologiste  parasitologue catalan claude combes  ,autopromocio
0,      recuerda     resolución   visto      escrito  alegaciones presentado   tjue   tgue  ,autopromocio
0, problema      denuncia   espantosa tortura  mans   espanyol   problema     govern      fet   perseguir  criminals torturadors   règim  78 té  cares   continua governant   ,presidencia
0,  reflex  actitud general  té  psoe   problemes     resoldre  decisió   complexos       moment     posar  perill  recuperació          crisi         governant còmodament   ,presidencia
0, gràcies    visita   conversa   mantingut  oberta  franca    compromís  continuar lluitant  culminar  independència  catalunya   decidir octubre  2017             lopez  ,presidencia
0,  hot off the press   weekly newsletter of carles puigdemont   issue  3     via   ,autopromocio
0,genial  anunci      treure s  barret   ,autopromocio
0, descansi  pau  ramon basiana   devem  agraïment infinit      fet   esport    internacionalització    terra   lleu   ,autopromocio
0, kortrijk  lloc   batalla  esperons or   bona diada  flandes   fijne vlaamse feestdag     vlaamsefeestdag  ,autopromocio
0, interès  llegir  cròniques  opinòcrates  règim   veure       contundents        remodelació  govern  president           purgues estalinistes      cops autoritat ,presidencia
0,wiener schnitzel mit pommes   ,autopromocio
0, justícia    independent         justícia  compareu  dades    països  entendreu  coses   independència judicial    absent   justícia espanyola   ,presidencia
0, 3 5 anys   derrotant  repressió espanyola    tribunals  espanyols   arribarem   final   detingut  rendit  lliure     via  retorn      regularitzada   situació      vol fer notícia  portada    ,interior
0, coses  passen  ,autopromocio
0,      insta     presentar  candidatura   jocs olímpics hivern barcelona pirineus 2030      71 vots  favor   20 vots     43 abstencions  ,presidencia
0, pregunten   qüestió transcendent   té implicacions  salut  alimentàries  ambientals  econòmiques   surt   comentari    gustos personals    preguntin  canvi climàtic dirà        pongan  aire acondicionado    imbatible    ,autopromocio
0, barbaridad   requisito  doble incriminación   aplica  abstracto    sencillo   acompañar  puigdemont  ponerse  disposición   justicia belga     delito  encubrimiento  alemania   países   pasaron  xxd  ,autopromocio
0,    fer   ple  parlament europeu  potent  legat   llibertat  premsa   referia      s atreveixen   ferms   tracta eslovènia  hongria      cosa  espanya   ,presidencia
0, honor immens retrobar   compartir   casa   república  estona  agradable  emocionant    esperada     tornar   casa                 comin  ,autopromocio
0, t arriben noves  casa  especials    m  enviat amic   reconnectes    país  rapidesa     confesso   dièresi  vilajuïga  m  fet pensar   punt  gas  té aigua  s  envasa   manies tipogràfiques     ,presidencia
0,andrej hunko    consell europa  exercir  paper  mediador internacional   cas català   ,accio exterior i govern obert
0,  compareixença   ministre eslovè     s  parlat  30 anys    independència  m  cridat atenció   psoe defineixi   procés   transició modèlica    president    parlava insultaven directament   ,presidencia
0, comença  judici   persones    comès  delicte    fet  m acompanyaven    aporellos ordenat  rei continua    complicitat imprescindible  govern      diàleg      suport  agraïment   xavier   carles ,presidencia
0,  democràcia  escandalós    democràcia vibrant espanyola  coneguda    democràcia plena   part   normalitat constitucional  condemnar sabent   tens  proves  escriure    sentència    pots fer     passarà    ,presidencia
0,   solidaritat     queda clara  intencionalitat  acció    intimidar  assetjar  fer  sentir vulnerable  causa   compromís  conviccions   assalten  madrid  domicili  eurodiputat miguel urbán  ,presidencia
0,   tardaste  5 minutos  criminalizarme  exactamente    despeinarte   aproveche ,autopromocio
0,xile  donant bons exemples      importància   ,autopromocio
0, graus  tempesta  frescor  pluja     dies   acompanyen  estiu      ,autopromocio
0, article    ribera    dedicat   militant insubornable   democràcia   drets humans     g  assetjat   profund  fosc   maniobra abjecte   gonzalo    tens   via  ,drets socials
0,  posa militant  espanyocentrisme ignora    evidència  dir   dret  autodeterminació  existeix  dir   terra  plana   ignorar  relacions internacionals   dret    desconèixer  constitució    veïns  portugal   ,autopromocio
0,wolfgang schomburg    espanya   passar  alt    jutges independents  alemanya   ,interior
0, tornem  reprenem  fil  gràcies amics                comin    ,autopromocio
0,    razón  defendimos   libertad  expresión   caso  president     juez obliga  ayuntamiento  sevilla  retirar  bandera lgtbi   glorieta   avenida  andalucía   vía  ,presidencia
0,opinion   was  prosecutor at guantánamo  close the prison now   ,autopromocio
0,the spanish tribunal  cuentas  reached another milestone in the witch hunt against dozens of catalan officials and activists  including  5  demanding the payment of millions of euros or threatening to seize their funds and assets   ,justicia
0,acharnement   justice espagnole contre  indépendantistes catalans  proprement stupéfiant  ici  c  ancien ministre  finances catalan   victime  ce règlement  comptes    déplore ce   passe  hongrie  ,presidencia
0, josep      intentin   n sortiran   just  contrari   ,autopromocio
0,  sorprenen    digui   acceptarà  referèndum   plantegi  via impossible   fet   camí    rebut    resposta   treure n  conclusions  posar   preparar alternativa   intransigència   ,autopromocio
0,nova publicació     gràcies  amics esperantistes   fet  traducció   declaració independència   república catalana     esperanto         ,presidencia
0, fòrum  catalans  existeix       sensibilitats   diu parlament  catalunya   problema    s  pot parlar lliurement   partits  tenen    rei   cantó persegueixen   debaten    catalans voten   urnes   ,presidencia
0, propósito  proces    entrar   detalle concreto  caso    aclarar   tribunal  cuentas    judicial     procedimiento peculiar  sorprendente  anticipa  condenas  ,justicia
0,haeretici frexentur templa  boni nihil fecerunt    debent omnes patibulari   lema  tribunal  tumultos continua inspirant  fanàtics successors  duque  alba    relació  catalunya   155      porta  firma  pedro sánchez ,interior
0,    necesario discutir  cifra   planteadas   tribunal  cuentas   cuestionamiento   der  conjunto  procedimiento  resulta incoherente  arbitrario  parcial   riguroso  ilegal     inconstitucional   ,presidencia
0,      g té  3 hores  llegir 504 pàgines  informe   inquisició espanyola dita tribunal  cuentas     tindrà 10 minuts  fer   legacions  independentment  nombre  persones   defensi  franquisme  fons   forma ,presidencia
0,   tribunal   cuentas comunicarà  quantitat  diners   volen robar   quantitat    explicat abastament  premsa    luxe  detalls  coses   democràcia espanyola    franquisme continua viu         corona ,presidencia
0,   posar   símbol  país  lletra   existeix    idiomes  s  parlen    t importen    renunciat  representar   parlants  esperes assimilar    llengua dominant   n diu supremacisme lingüístic   ,presidencia
0, persegueixen      advocat     dia  liderat estratègia  defensa  exili    victòries  alemanya   bèlgica   parla  llenguatge  drets humans   marc  dret internacional    moltesta  mireu  causa   n adonareu  ,drets socials
0,estima  vulguis  respecta    defensa  perseguits    víctimes   discriminació  odi     orgulldesercomsoc  ,presidencia
0, socialistes  comunistes nord catalans celebren   victòria  consell departamental cantant estaca   ,presidencia
0,explicació raonada  raonable   destacaria  paràgraf   rau estratègia   seguit    dia   opinión    relato  relato   gonzalo boye tuset   g   via   cm  ,autopromocio
0,   notícia   bon amic nicolas garcia  66  batlle elna   guanyat  eleccions cantonals    militant comunista        costat  enhorabona nicolas   ,autopromocio
0,annabelle brunet s imposa   mínima   candidat  extrema dreta  cantó 1  perpinyà   vernet    eleccions departamentals  cat nord  annabelle  jugar  paper  actiu  organització  míting  president puigdemont  perpinyà  29f 2020   ,presidencia
0,   résurgence du variant delta   indépendantistes catalans graciés   sanctions contre  biélorussie   valeurs  ue bafouées  hongrie avec  loi concernant  communauté lgbt     ln24   bux      ,presidencia
0,kafka  catalogne   pris dans  imbroglio juridique   grand économiste  menacé  ruine    ,autopromocio
0,  anys magalí   passis  bon dia  14è aniversari     passió pels cavalls t acompanyi     ,accio climatica alimentacio i agenda rural
0,colpit   mort  xavier folch      greu    condol   família     reconeixement   treball   llengua   cultura   país  descansi  pau   ,cultura
0, secretari general      portuguès antónio guterres  s adreça  ple    cat    moment    presidència      mans  portugal   té   influir   món  diferent         to big to fail  ,presidencia
0, monday    approved  report   turkey  amp   spain about freedom to do politics and expression   trust that the european council will take good note of this  and ensure that the money of europeans is used to improve democracy where it is weakening    ,autopromocio
0,  suport       tribunals segueixen judicialitzant      possibilitats  censurant  llibertat  òrgans universitaris  atacant   autonomia  anant   direcció europa  ,presidencia
0, dictadures  refinat  tècnica   repressió  arruïnen econòmicament  dissidents  sembli   qüestió econòmica    política   democràcies   sort  protegeixen  dissidència       resta  tribunal  cuentas   ,presidencia
0, burundi   hrw estime  activiste germain  rukuki  devrait  passer une minute  plus  prison    via        ,autopromocio
0,bentornats  casa        apartat    gaudiu   llibertat retrobada   plenitud  alegria compartida     vigília   festa  països catalans   escaient recordar   llibertat col lectiva   llibertat individual    plena,presidencia
0, interview    ce matin dans    ,autopromocio
0, indultos   suficiente    olvidar   3 000 personas encausadas    procés       indultos    ley  amnistía   cierre  causas judiciales abiertas  podremos hablar   desjudicialización   política  cataluña,presidencia
0, espanya     reencuentro    drets fonamentals      3 000 represaliats    indults   mesura unilateral   amnistia   mesura negociada  apostem    tauladediàleg     dóna resultats   descartem     ,drets socials
0,yesterday s     news report  spanish repression of  catalans is damning   last year  noted it in my draft of our fundamental rights report  but          amp    deleted it   all  the wrong side of history       ,presidencia
0,  junts  catalunya calls for an amnesty and the end of the repressive actions engaged by the spanish authorities  the resolution of the council of europe shows yet again that the violation of human rights practised by spain is not the way forward     press release   ,presidencia
0,orgull  respecte  ,autopromocio
0,manipular  amputar  poema  miquel martí  pol  intent afavorir  refundació  règim  78 agonitzant    acte deshonest  mancat  respecte      amputacio contradiu  sentit  poema    biografia  autor  posem    vegada ,autopromocio
0,dear   president    and     council of europe 1  european union 0  ,presidencia
0,vielen dank   für deiner engagement für die grundrechte aller menschen und insbesondere von dem katalanischen volk ,autopromocio
0,  s entén millor  pressa     venir  vendre  fum  retòrica tronada   retrobament    espanya s   retrobar   democràcies europees   abandonar  deriva turca    reconciliar    drets fonamentals  rebregada històrica   ,drets socials
0, resposta  discurs  pedro sánchez  1  pretesa via   retrobada   nova operació  distracció 2 confondre  solucions personals  solucions polítiques   frivolitat 3   perdut  nova oportunitat  dialogar   poble català   ,interior
0, nascut esperit  liceu  neix  confrontar   esperit  1 octubre  donar aire   pretenen neutralitzar independentisme  cop  repressió   renúncia   discurs enfaristolat  pedro sánchez  enganya   anuncia  reedició  règim  78 ,interior
0,    interessi  debat  legitimitats sorgides   urnes   representativitat   mandat    eleccions regionals   catalunya nord   participat  35 26   cens electoral   principat   referèndum  1 octubre   participar  43 03    ,presidencia
0,esforç   temporada      tingut  recompensa  ascens     intentarem  vegades  faci falta   pujarem   gràcies  afició    ànims   plantilla   equip  any  ve  tornarem   ,autopromocio
0, espanyol excarcerarà   presospolítics     passat   dia   presó    ordeni  justícia europea    farà  anys   tard    intenti vendre    indults  soluciona  problema polític      ,justicia
0,    fer     comptes   liceu  fer màrqueting  indults           rau  sobirania  poble  catalunya   donar  explicacions pertinents    pres  decisió mirant  ulls  diputats  ,presidencia
0,  president      garantirà  retorn  catalunya   respecte espanya    immunitat   pregunta      esperem   contesti   liceu     explicar   projecte polític           política  ,presidencia
0,  president        debilitat   espanyol   repressió  respondre   demana política democràcia  pacífica   codi penal  violència  repressió  presó  exili    debilitat  portem   temps esperant   tingui coratge polític  ,presidencia
0,reunió  treball   president   puigdemont   casa   república  ,presidencia
0,   president     conseller    reuneixen  matí  waterloo     trobada   presa  possessió       reunió  treball  analitzar  situació política   nova legislatura   ,presidencia
0,penseu    reencuentro       dir     biden    encuentro    operacions  màrqueting    dedicat  encaje  talante  operación diálogo  lluvia  millones   acabat     màrqueting    política ,presidencia
0, cantant  rap  antifeixista italià    escrit  cançó   repressió   censura  espanya  parla  borbons  carrero blanco  catalunya                 provocat persecució judicial   ,interior
